-39.95 38.05  8
-39.95 38.55  4
-39.95 39.05  1
-39.95 39.55  8
-39.95 40.05  6
-39.95 40.55  21
-39.95 41.05  12
-39.95 42.05  4
-39.95 42.55  9
-39.95 43.05  2
-39.95 43.55  1
-39.95 44.05  6
-39.95 44.55  6
-39.95 45.05  4
-39.95 45.55  10
-39.95 46.05  7
-39.95 46.55  7
-39.95 47.05  2
-39.95 47.55  12
-39.95 48.05  8
-39.95 48.55  8
-39.95 49.05  1
-39.95 49.55  3
-39.95 50.05  9
-39.95 50.55  9
-39.95 51.05  5
-39.95 51.55  2
-37.45 37.55  28
-37.45 38.05  510
-37.45 38.55  554
-37.45 39.05  363
-37.45 39.55  725
-37.45 40.05  1145
-37.45 40.55  936
-37.45 41.05  550
-37.45 41.55  134
-37.45 42.05  392
-37.45 42.55  848
-37.45 43.05  561
-37.45 43.55  162
-37.45 44.05  309
-37.45 44.55  383
-37.45 45.05  211
-37.45 45.55  655
-37.45 46.05  805
-37.45 46.55  642
-37.45 47.05  344
-37.45 47.55  768
-37.45 48.05  722
-37.45 48.55  567
-37.45 49.05  430
-37.45 49.55  383
-37.45 50.05  672
-37.45 50.55  1102
-37.45 51.05  445
-37.45 51.55  131
-37.45 52.05  5
-34.95 37.55  1311
-34.95 38.05  25029
-34.95 38.55  35871
-34.95 39.05  22408
-34.95 39.55  30479
-34.95 40.05  35958
-34.95 40.55  24463
-34.95 41.05  26783
-34.95 41.55  20566
-34.95 42.05  21579
-34.95 42.55  38561
-34.95 43.05  32962
-34.95 43.55  20640
-34.95 44.05  17955
-34.95 44.55  24417
-34.95 45.05  25188
-34.95 45.55  23698
-34.95 46.05  36112
-34.95 46.55  27464
-34.95 47.05  30004
-34.95 47.55  33084
-34.95 48.05  23590
-34.95 48.55  28864
-34.95 49.05  29864
-34.95 49.55  25252
-34.95 50.05  28723
-34.95 50.55  31746
-34.95 51.05  26447
-34.95 51.55  12271
-34.95 52.05  223
-32.45 37.55  929
-32.45 38.05  14205
-32.45 38.55  18052
-32.45 39.05  13484
-32.45 39.55  14299
-32.45 40.05  17805
-32.45 40.55  13352
-32.45 41.05  15177
-32.45 41.55  23341
-32.45 42.05  13821
-32.45 42.55  17095
-32.45 43.05  16367
-32.45 43.55  22120
-32.45 44.05  12121
-32.45 44.55  12436
-32.45 45.05  20525
-32.45 45.55  17948
-32.45 46.05  17128
-32.45 46.55  9428
-32.45 47.05  16060
-32.45 47.55  17525
-32.45 48.05  12384
-32.45 48.55  19293
-32.45 49.05  14418
-32.45 49.55  13924
-32.45 50.05  16677
-32.45 50.55  14309
-32.45 51.05  18063
-32.45 51.55  7978
-32.45 52.05  118
-29.95 37.55  1397
-29.95 38.05  17266
-29.95 38.55  19344
-29.95 39.05  20178
-29.95 39.55  20814
-29.95 40.05  17220
-29.95 40.55  17856
-29.95 41.05  21313
-29.95 41.55  24584
-29.95 42.05  19320
-29.95 42.55  26463
-29.95 43.05  17331
-29.95 43.55  22975
-29.95 44.05  20194
-29.95 44.55  13530
-29.95 45.05  21627
-29.95 45.55  21381
-29.95 46.05  22731
-29.95 46.55  18225
-29.95 47.05  27482
-29.95 47.55  22900
-29.95 48.05  13081
-29.95 48.55  23516
-29.95 49.05  21324
-29.95 49.55  14024
-29.95 50.05  22552
-29.95 50.55  19911
-29.95 51.05  19419
-29.95 51.55  6890
-29.95 52.05  33
-27.45 37.55  859
-27.45 38.05  13987
-27.45 38.55  13430
-27.45 39.05  14200
-27.45 39.55  19147
-27.45 40.05  11760
-27.45 40.55  17281
-27.45 41.05  24111
-27.45 41.55  18007
-27.45 42.05  18306
-27.45 42.55  23596
-27.45 43.05  15514
-27.45 43.55  14602
-27.45 44.05  17863
-27.45 44.55  11765
-27.45 45.05  15213
-27.45 45.55  13220
-27.45 46.05  16552
-27.45 46.55  17860
-27.45 47.05  22441
-27.45 47.55  19042
-27.45 48.05  11598
-27.45 48.55  15673
-27.45 49.05  16194
-27.45 49.55  10338
-27.45 50.05  14829
-27.45 50.55  16586
-27.45 51.05  14013
-27.45 51.55  4958
-27.45 52.05  34
-24.95 37.55  863
-24.95 38.05  17978
-24.95 38.55  18383
-24.95 39.05  20148
-24.95 39.55  22131
-24.95 40.05  16850
-24.95 40.55  19354
-24.95 41.05  19010
-24.95 41.55  22384
-24.95 42.05  18891
-24.95 42.55  23161
-24.95 43.05  21258
-24.95 43.55  17279
-24.95 44.05  31004
-24.95 44.55  17025
-24.95 45.05  21209
-24.95 45.55  21298
-24.95 46.05  19649
-24.95 46.55  17777
-24.95 47.05  21849
-24.95 47.55  22191
-24.95 48.05  18099
-24.95 48.55  24363
-24.95 49.05  24392
-24.95 49.55  19199
-24.95 50.05  18580
-24.95 50.55  22450
-24.95 51.05  21148
-24.95 51.55  7355
-24.95 52.05  30
-22.45 37.55  1766
-22.45 38.05  13054
-22.45 38.55  11945
-22.45 39.05  13490
-22.45 39.55  21034
-22.45 40.05  15599
-22.45 40.55  14216
-22.45 41.05  13958
-22.45 41.55  20247
-22.45 42.05  16394
-22.45 42.55  16914
-22.45 43.05  11213
-22.45 43.55  12844
-22.45 44.05  28918
-22.45 44.55  19100
-22.45 45.05  17696
-22.45 45.55  15191
-22.45 46.05  16289
-22.45 46.55  14838
-22.45 47.05  17945
-22.45 47.55  18554
-22.45 48.05  11311
-22.45 48.55  10691
-22.45 49.05  18081
-22.45 49.55  21137
-22.45 50.05  15073
-22.45 50.55  17682
-22.45 51.05  15032
-22.45 51.55  6045
-22.45 52.05  46
-19.95 37.55  4287
-19.95 38.05  21034
-19.95 38.55  17218
-19.95 39.05  16417
-19.95 39.55  23027
-19.95 40.05  20874
-19.95 40.55  17353
-19.95 41.05  18900
-19.95 41.55  19760
-19.95 42.05  21660
-19.95 42.55  23880
-19.95 43.05  15944
-19.95 43.55  18684
-19.95 44.05  23323
-19.95 44.55  15385
-19.95 45.05  20558
-19.95 45.55  19576
-19.95 46.05  22052
-19.95 46.55  19653
-19.95 47.05  20739
-19.95 47.55  22553
-19.95 48.05  18714
-19.95 48.55  19080
-19.95 49.05  21284
-19.95 49.55  26346
-19.95 50.05  14226
-19.95 50.55  20740
-19.95 51.05  20436
-19.95 51.55  10248
-19.95 52.05  95
-17.45 37.55  3307
-17.45 38.05  21416
-17.45 38.55  16757
-17.45 39.05  16324
-17.45 39.55  16429
-17.45 40.05  15764
-17.45 40.55  13413
-17.45 41.05  15093
-17.45 41.55  13388
-17.45 42.05  18416
-17.45 42.55  17082
-17.45 43.05  14097
-17.45 43.55  16909
-17.45 44.05  11657
-17.45 44.55  10410
-17.45 45.05  16088
-17.45 45.55  16045
-17.45 46.05  16884
-17.45 46.55  16283
-17.45 47.05  14951
-17.45 47.55  16809
-17.45 48.05  18537
-17.45 48.55  20715
-17.45 49.05  15979
-17.45 49.55  11337
-17.45 50.05  9675
-17.45 50.55  13489
-17.45 51.05  18250
-17.45 51.55  8255
-17.45 52.05  71
-14.95 37.55  2487
-14.95 38.05  20888
-14.95 38.55  15602
-14.95 39.05  21910
-14.95 39.55  22436
-14.95 40.05  20460
-14.95 40.55  16693
-14.95 41.05  18578
-14.95 41.55  19206
-14.95 42.05  25070
-14.95 42.55  21876
-14.95 43.05  20112
-14.95 43.55  21706
-14.95 44.05  15173
-14.95 44.55  19982
-14.95 45.05  22339
-14.95 45.55  21378
-14.95 46.05  17788
-14.95 46.55  18581
-14.95 47.05  23406
-14.95 47.55  20729
-14.95 48.05  21726
-14.95 48.55  22156
-14.95 49.05  22201
-14.95 49.55  18915
-14.95 50.05  19821
-14.95 50.55  17796
-14.95 51.05  19550
-14.95 51.55  6282
-14.95 52.05  45
-12.45 37.55  1121
-12.45 38.05  12912
-12.45 38.55  12708
-12.45 39.05  13604
-12.45 39.55  19482
-12.45 40.05  17572
-12.45 40.55  12887
-12.45 41.05  10199
-12.45 41.55  15727
-12.45 42.05  14419
-12.45 42.55  18755
-12.45 43.05  18921
-12.45 43.55  19214
-12.45 44.05  16389
-12.45 44.55  17191
-12.45 45.05  17145
-12.45 45.55  19212
-12.45 46.05  11749
-12.45 46.55  15934
-12.45 47.05  24272
-12.45 47.55  13352
-12.45 48.05  11063
-12.45 48.55  12969
-12.45 49.05  14513
-12.45 49.55  16913
-12.45 50.05  15803
-12.45 50.55  17285
-12.45 51.05  13164
-12.45 51.55  4044
-12.45 52.05  15
-9.95 37.55  1057
-9.95 38.05  18284
-9.95 38.55  25621
-9.95 39.05  16628
-9.95 39.55  22450
-9.95 40.05  19760
-9.95 40.55  21210
-9.95 41.05  17210
-9.95 41.55  20416
-9.95 42.05  16644
-9.95 42.55  23317
-9.95 43.05  18736
-9.95 43.55  20794
-9.95 44.05  22834
-9.95 44.55  17554
-9.95 45.05  22724
-9.95 45.55  24751
-9.95 46.05  12272
-9.95 46.55  21772
-9.95 47.05  22315
-9.95 47.55  20167
-9.95 48.05  13200
-9.95 48.55  21351
-9.95 49.05  22405
-9.95 49.55  19468
-9.95 50.05  16818
-9.95 50.55  22348
-9.95 51.05  21306
-9.95 51.55  6429
-9.95 52.05  44
-7.45 37.55  1400
-7.45 38.05  15872
-7.45 38.55  18928
-7.45 39.05  12144
-7.45 39.55  13973
-7.45 40.05  16026
-7.45 40.55  17910
-7.45 41.05  14808
-7.45 41.55  9501
-7.45 42.05  11125
-7.45 42.55  16634
-7.45 43.05  13105
-7.45 43.55  14417
-7.45 44.05  20475
-7.45 44.55  15298
-7.45 45.05  17302
-7.45 45.55  11804
-7.45 46.05  7177
-7.45 46.55  13603
-7.45 47.05  14058
-7.45 47.55  25561
-7.45 48.05  13784
-7.45 48.55  17086
-7.45 49.05  27992
-7.45 49.55  15166
-7.45 50.05  14957
-7.45 50.55  20683
-7.45 51.05  20874
-7.45 51.55  6762
-7.45 52.05  48
-4.95 37.55  2512
-4.95 38.05  20698
-4.95 38.55  20596
-4.95 39.05  13922
-4.95 39.55  22017
-4.95 40.05  21670
-4.95 40.55  19096
-4.95 41.05  19098
-4.95 41.55  18808
-4.95 42.05  16882
-4.95 42.55  21773
-4.95 43.05  20857
-4.95 43.55  23476
-4.95 44.05  20204
-4.95 44.55  15737
-4.95 45.05  21564
-4.95 45.55  20573
-4.95 46.05  15669
-4.95 46.55  19650
-4.95 47.05  21914
-4.95 47.55  26620
-4.95 48.05  19197
-4.95 48.55  18600
-4.95 49.05  20408
-4.95 49.55  16617
-4.95 50.05  18757
-4.95 50.55  21518
-4.95 51.05  20378
-4.95 51.55  7349
-4.95 52.05  61
-2.45 37.55  1384
-2.45 38.05  13163
-2.45 38.55  13995
-2.45 39.05  11936
-2.45 39.55  14518
-2.45 40.05  13291
-2.45 40.55  15651
-2.45 41.05  22867
-2.45 41.55  24667
-2.45 42.05  18711
-2.45 42.55  20761
-2.45 43.05  18476
-2.45 43.55  20373
-2.45 44.05  11735
-2.45 44.55  8626
-2.45 45.05  16032
-2.45 45.55  17923
-2.45 46.05  17650
-2.45 46.55  23890
-2.45 47.05  22385
-2.45 47.55  20003
-2.45 48.05  15555
-2.45 48.55  17779
-2.45 49.05  12706
-2.45 49.55  13424
-2.45 50.05  11455
-2.45 50.55  10312
-2.45 51.05  12290
-2.45 51.55  3907
-2.45 52.05  22
0.05 37.55  1134
0.05 38.05  15926
0.05 38.55  17041
0.05 39.05  22895
0.05 39.55  24672
0.05 40.05  20844
0.05 40.55  15899
0.05 41.05  25389
0.05 41.55  23747
0.05 42.05  19946
0.05 42.55  22221
0.05 43.05  19677
0.05 43.55  18387
0.05 44.05  17901
0.05 44.55  15896
0.05 45.05  22896
0.05 45.55  22274
0.05 46.05  17165
0.05 46.55  22947
0.05 47.05  25235
0.05 47.55  24205
0.05 48.05  15121
0.05 48.55  20370
0.05 49.05  21670
0.05 49.55  21742
0.05 50.05  17576
0.05 50.55  18832
0.05 51.05  19776
0.05 51.55  4220
0.05 52.05  14
2.55 37.55  1331
2.55 38.05  17742
