-56.25  39.25  inf
-43.75  47.25  5.0833
-43.75  47.75  5.57124
-41.25  39.25  8.86154
-41.25  40.25  9.31269
-41.25  42.25  8.26225
-41.25  47.75  9.32124
-41.25  49.75  9.03637
-41.25  50.25  9.03858
-38.75  37.75  9.83589
-38.75  38.25  9.89823
-38.75  38.75  9.14592
-38.75  39.25  8.60985
-38.75  39.75  8.34965
-38.75  40.25  8.47844
-38.75  40.75  8.0367
-38.75  41.25  8.19858
-38.75  41.75  8.58247
-38.75  42.25  8.04424
-38.75  42.75  8.52796
-38.75  43.25  8.49869
-38.75  43.75  8.28184
-38.75  44.25  8.90486
-38.75  44.75  8.8537
-38.75  45.25  8.74909
-38.75  45.75  8.79304
-38.75  46.25  8.17379
-38.75  46.75  7.76752
-38.75  47.25  8.0502
-38.75  47.75  8.95115
-38.75  48.25  10.0536
-38.75  48.75  9.26353
-38.75  49.25  9.31694
-38.75  49.75  9.71665
-38.75  50.25  9.14576
-38.75  50.75  9.13359
-38.75  51.25  8.38553
-36.25  37.75  7.78813
-36.25  38.25  7.77919
-36.25  38.75  6.91657
-36.25  39.25  6.62793
-36.25  39.75  6.50735
-36.25  40.25  6.7246
-36.25  40.75  6.38237
-36.25  41.25  6.32585
-36.25  41.75  6.55634
-36.25  42.25  6.62587
-36.25  42.75  6.02634
-36.25  43.25  5.76106
-36.25  43.75  6.03154
-36.25  44.25  6.72939
-36.25  44.75  6.52655
-36.25  45.25  6.44342
-36.25  45.75  6.35461
-36.25  46.25  5.94781
-36.25  46.75  5.92345
-36.25  47.25  6.28963
-36.25  47.75  6.84193
-36.25  48.25  7.30149
-36.25  48.75  7.01394
-36.25  49.25  7.30639
-36.25  49.75  7.63369
-36.25  50.25  7.2971
-36.25  50.75  7.45494
-36.25  51.25  6.69898
-33.75  37.75  7.82064
-33.75  38.25  7.76355
-33.75  38.75  7.68577
-33.75  39.25  6.81891
-33.75  39.75  6.62943
-33.75  40.25  6.92742
-33.75  40.75  6.76667
-33.75  41.25  6.43906
-33.75  41.75  6.35516
-33.75  42.25  6.65521
-33.75  42.75  6.22282
-33.75  43.25  5.95196
-33.75  43.75  6.10443
-33.75  44.25  6.70086
-33.75  44.75  6.5978
-33.75  45.25  6.59242
-33.75  45.75  6.67052
-33.75  46.25  6.01749
-33.75  46.75  5.9855
-33.75  47.25  6.34899
-33.75  47.75  6.88009
-33.75  48.25  7.23226
-33.75  48.75  7.03672
-33.75  49.25  7.43104
-33.75  49.75  7.80609
-33.75  50.25  7.53972
-33.75  50.75  7.73199
-33.75  51.25  6.95837
-31.25  37.75  8.00684
-31.25  38.25  7.79008
-31.25  38.75  7.84819
-31.25  39.25  7.23929
-31.25  39.75  6.72845
-31.25  40.25  7.0404
-31.25  40.75  6.6869
-31.25  41.25  6.41276
-31.25  41.75  6.33583
-31.25  42.25  6.62285
-31.25  42.75  6.57343
-31.25  43.25  6.11212
-31.25  43.75  6.29213
-31.25  44.25  6.56687
-31.25  44.75  6.28922
-31.25  45.25  6.46346
-31.25  45.75  6.5852
-31.25  46.25  5.83101
-31.25  46.75  5.81507
-31.25  47.25  6.29084
-31.25  47.75  6.78889
-31.25  48.25  7.01201
-31.25  48.75  7.06337
-31.25  49.25  7.35534
