-92.45 50.05  1
-44.95 50.55  1
-39.95 38.05  3
-39.95 38.55  17
-39.95 39.05  2
-39.95 39.55  8
-39.95 40.05  10
-39.95 40.55  8
-39.95 42.05  3
-39.95 42.55  11
-39.95 43.05  2
-39.95 43.55  5
-39.95 44.05  3
-39.95 44.55  4
-39.95 45.55  6
-39.95 46.05  11
-39.95 46.55  2
-39.95 47.05  1
-39.95 47.55  4
-39.95 48.05  2
-39.95 48.55  4
-39.95 49.05  19
-39.95 49.55  6
-39.95 50.05  2
-39.95 50.55  12
-39.95 51.05  20
-39.95 51.55  2
-37.45 37.55  27
-37.45 38.05  722
-37.45 38.55  1156
-37.45 39.05  541
-37.45 39.55  547
-37.45 40.05  748
-37.45 40.55  462
-37.45 41.05  261
-37.45 41.55  100
-37.45 42.05  283
-37.45 42.55  447
-37.45 43.05  333
-37.45 43.55  527
-37.45 44.05  495
-37.45 44.55  603
-37.45 45.05  442
-37.45 45.55  972
-37.45 46.05  951
-37.45 46.55  673
-37.45 47.05  186
-37.45 47.55  641
-37.45 48.05  239
-37.45 48.55  124
-37.45 49.05  821
-37.45 49.55  318
-37.45 50.05  274
-37.45 50.55  595
-37.45 51.05  779
-37.45 51.55  281
-37.45 52.05  3
-34.95 37.55  1558
-34.95 38.05  27716
-34.95 38.55  31811
-34.95 39.05  20766
-34.95 39.55  29502
-34.95 40.05  31539
-34.95 40.55  21785
-34.95 41.05  21528
-34.95 41.55  21039
-34.95 42.05  25453
-34.95 42.55  32463
-34.95 43.05  25603
-34.95 43.55  29199
-34.95 44.05  24633
-34.95 44.55  27715
-34.95 45.05  31298
-34.95 45.55  29108
-34.95 46.05  32727
-34.95 46.55  27670
-34.95 47.05  24913
-34.95 47.55  30433
-34.95 48.05  27966
-34.95 48.55  14473
-34.95 49.05  28435
-34.95 49.55  29100
-34.95 50.05  23838
-34.95 50.55  27616
-34.95 51.05  29670
-34.95 51.55  10294
-34.95 52.05  100
-32.45 37.55  1206
-32.45 38.05  15065
-32.45 38.55  15385
-32.45 39.05  9753
-32.45 39.55  18707
-32.45 40.05  18335
-32.45 40.55  14617
-32.45 41.05  18706
-32.45 41.55  21791
-32.45 42.05  12609
-32.45 42.55  15871
-32.45 43.05  19985
-32.45 43.55  18041
-32.45 44.05  11978
-32.45 44.55  12135
-32.45 45.05  10668
-32.45 45.55  13627
-32.45 46.05  13102
-32.45 46.55  18926
-32.45 47.05  29065
-32.45 47.55  19408
-32.45 48.05  18919
-32.45 48.55  15079
-32.45 49.05  15501
-32.45 49.55  17404
-32.45 50.05  15526
-32.45 50.55  15564
-32.45 51.05  14883
-32.45 51.55  5309
-32.45 52.05  42
-29.95 37.55  1777
-29.95 38.05  19453
-29.95 38.55  22070
-29.95 39.05  16243
-29.95 39.55  22484
-29.95 40.05  23139
-29.95 40.55  15103
-29.95 41.05  19767
-29.95 41.55  23793
-29.95 42.05  21206
-29.95 42.55  20719
-29.95 43.05  24082
-29.95 43.55  21367
-29.95 44.05  17210
-29.95 44.55  18773
-29.95 45.05  17603
-29.95 45.55  21998
-29.95 46.05  14858
-29.95 46.55  23926
-29.95 47.05  25302
-29.95 47.55  24149
-29.95 48.05  12957
-29.95 48.55  20587
-29.95 49.05  21934
-29.95 49.55  16364
-29.95 50.05  19976
-29.95 50.55  21129
-29.95 51.05  19964
-29.95 51.55  6904
-29.95 52.05  47
-27.45 37.55  761
-27.45 38.05  9626
-27.45 38.55  14150
-27.45 39.05  14044
-27.45 39.55  14977
-27.45 40.05  11632
-27.45 40.55  12469
-27.45 41.05  16728
-27.45 41.55  18501
-27.45 42.05  23017
-27.45 42.55  24998
-27.45 43.05  20513
-27.45 43.55  14265
-27.45 44.05  12643
-27.45 44.55  16494
-27.45 45.05  23959
-27.45 45.55  15765
-27.45 46.05  8262
-27.45 46.55  10298
-27.45 47.05  15555
-27.45 47.55  20089
-27.45 48.05  12358
-27.45 48.55  19873
-27.45 49.05  15974
-27.45 49.55  11435
-27.45 50.05  14317
-27.45 50.55  16093
-27.45 51.05  14956
-27.45 51.55  5020
-27.45 52.05  27
-24.95 37.55  753
-24.95 38.05  15520
-24.95 38.55  22256
-24.95 39.05  19247
-24.95 39.55  19272
-24.95 40.05  15547
-24.95 40.55  20503
-24.95 41.05  20480
-24.95 41.55  20188
-24.95 42.05  22032
-24.95 42.55  24111
-24.95 43.05  19699
-24.95 43.55  20964
-24.95 44.05  17713
-24.95 44.55  22732
-24.95 45.05  23332
-24.95 45.55  20994
-24.95 46.05  16331
-24.95 46.55  18994
-24.95 47.05  23813
-24.95 47.55  23521
-24.95 48.05  16107
-24.95 48.55  26832
-24.95 49.05  25386
-24.95 49.55  19381
-24.95 50.05  16991
-24.95 50.55  22121
-24.95 51.05  21021
-24.95 51.55  7225
-24.95 52.05  44
-22.45 37.55  1868
-22.45 38.05  20723
-22.45 38.55  23682
-22.45 39.05  14467
-22.45 39.55  15479
-22.45 40.05  19715
-22.45 40.55  19183
