-54.95 39.05  1
-44.95 47.05  1
-39.95 38.05  2
-39.95 38.55  1
-39.95 39.05  4
-39.95 39.55  7
-39.95 40.05  15
-39.95 40.55  12
-39.95 41.05  16
-39.95 41.55  5
-39.95 42.05  35
-39.95 42.55  13
-39.95 43.55  5
-39.95 44.05  2
-39.95 44.55  4
-39.95 45.05  4
-39.95 45.55  4
-39.95 46.05  2
-39.95 46.55  6
-39.95 47.55  10
-39.95 48.05  2
-39.95 49.05  11
-39.95 49.55  12
-39.95 50.05  39
-39.95 50.55  13
-39.95 51.55  1
-37.45 37.55  66
-37.45 38.05  493
-37.45 38.55  770
-37.45 39.05  580
-37.45 39.55  646
-37.45 40.05  1131
-37.45 40.55  1155
-37.45 41.05  1461
-37.45 41.55  274
-37.45 42.05  1092
-37.45 42.55  673
-37.45 43.05  375
-37.45 43.55  578
-37.45 44.05  536
-37.45 44.55  541
-37.45 45.05  589
-37.45 45.55  845
-37.45 46.05  833
-37.45 46.55  554
-37.45 47.05  254
-37.45 47.55  512
-37.45 48.05  283
-37.45 48.55  264
-37.45 49.05  741
-37.45 49.55  764
-37.45 50.05  940
-37.45 50.55  1204
-37.45 51.05  578
-37.45 51.55  221
-37.45 52.05  1
-34.95 37.55  2788
-34.95 38.05  29042
-34.95 38.55  30532
-34.95 39.05  28387
-34.95 39.55  29282
-34.95 40.05  33748
-34.95 40.55  23170
-34.95 41.05  31191
-34.95 41.55  27614
-34.95 42.05  24239
-34.95 42.55  33517
-34.95 43.05  32526
-34.95 43.55  33832
-34.95 44.05  24775
-34.95 44.55  24571
-34.95 45.05  32414
-34.95 45.55  30113
-34.95 46.05  31824
-34.95 46.55  27900
-34.95 47.05  26240
-34.95 47.55  30591
-34.95 48.05  20470
-34.95 48.55  27441
-34.95 49.05  31178
-34.95 49.55  24598
-34.95 50.05  31063
-34.95 50.55  32384
-34.95 51.05  28030
-34.95 51.55  11657
-34.95 52.05  112
-32.45 37.55  1371
-32.45 38.05  18822
-32.45 38.55  10242
-32.45 39.05  7920
-32.45 39.55  17437
-32.45 40.05  20105
-32.45 40.55  12534
-32.45 41.05  12246
-32.45 41.55  21475
-32.45 42.05  18971
-32.45 42.55  16607
-32.45 43.05  13327
-32.45 43.55  18555
-32.45 44.05  13869
-32.45 44.55  11885
-32.45 45.05  18478
-32.45 45.55  12005
-32.45 46.05  15269
-32.45 46.55  19198
-32.45 47.05  19266
-32.45 47.55  19102
-32.45 48.05  11594
-32.45 48.55  14100
-32.45 49.05  14551
-32.45 49.55  13090
-32.45 50.05  15517
-32.45 50.55  13759
-32.45 51.05  16040
-32.45 51.55  6013
-32.45 52.05  51
-29.95 37.55  814
-29.95 38.05  18446
-29.95 38.55  18476
-29.95 39.05  17100
-29.95 39.55  22150
-29.95 40.05  20963
-29.95 40.55  17580
-29.95 41.05  17898
-29.95 41.55  21436
-29.95 42.05  21144
-29.95 42.55  16515
-29.95 43.05  22601
-29.95 43.55  22524
-29.95 44.05  21736
-29.95 44.55  15023
-29.95 45.05  20807
-29.95 45.55  17084
-29.95 46.05  22548
-29.95 46.55  24937
-29.95 47.05  21540
-29.95 47.55  21716
-29.95 48.05  15844
-29.95 48.55  18549
-29.95 49.05  20601
-29.95 49.55  20347
-29.95 50.05  23231
-29.95 50.55  18984
-29.95 51.05  19963
-29.95 51.55  6275
-29.95 52.05  61
-27.45 37.55  410
-27.45 38.05  8206
-27.45 38.55  17331
-27.45 39.05  17244
-27.45 39.55  17800
-27.45 40.05  10284
-27.45 40.55  12984
-27.45 41.05  17271
-27.45 41.55  13944
-27.45 42.05  16160
-27.45 42.55  16972
-27.45 43.05  20232
-27.45 43.55  19132
-27.45 44.05  16919
-27.45 44.55  13626
-27.45 45.05  13195
-27.45 45.55  12946
-27.45 46.05  12438
-27.45 46.55  14579
-27.45 47.05  20026
-27.45 47.55  16511
-27.45 48.05  14339
-27.45 48.55  21406
-27.45 49.05  18170
-27.45 49.55  14034
-27.45 50.05  12816
-27.45 50.55  13235
-27.45 51.05  15144
-27.45 51.55  4350
-27.45 52.05  31
-24.95 37.55  889
-24.95 38.05  15131
-24.95 38.55  22430
-24.95 39.05  19542
-24.95 39.55  20996
-24.95 40.05  17913
-24.95 40.55  17212
-24.95 41.05  20167
-24.95 41.55  20430
-24.95 42.05  22052
-24.95 42.55  22999
-24.95 43.05  21291
-24.95 43.55  21621
-24.95 44.05  19301
-24.95 44.55  18669
-24.95 45.05  21512
-24.95 45.55  23128
-24.95 46.05  18101
-24.95 46.55  16072
-24.95 47.05  21971
-24.95 47.55  23596
-24.95 48.05  18567
-24.95 48.55  22454
-24.95 49.05  22235
-24.95 49.55  22264
-24.95 50.05  18856
-24.95 50.55  21486
-24.95 51.05  21577
-24.95 51.55  5385
-24.95 52.05  25
