-39.95  38.05  10.252
-39.95  38.55  10.0195
-39.95  39.05  10.672
-39.95  39.55  9.65706
-39.95  40.05  9.05174
-39.95  40.55  8.05661
-39.95  41.05  8.67364
-39.95  42.05  9.01444
-39.95  42.55  8.53557
-39.95  43.05  9.57869
-39.95  43.55  10.8938
-39.95  44.05  9.60324
-39.95  44.55  9.58285
-39.95  45.05  9.95881
-39.95  45.55  8.56708
-39.95  46.05  8.45216
-39.95  46.55  8.73844
-39.95  47.05  10.1965
-39.95  47.55  9.11649
-39.95  48.05  9.17883
-39.95  48.55  9.55523
-39.95  49.05  11.5075
-39.95  49.55  10.5554
-39.95  50.05  9.97814
-39.95  50.55  10.4978
-39.95  51.05  11.0331
-39.95  51.55  10.9554
-37.45  37.55  9.55912
-37.45  38.05  9.64038
-37.45  38.55  8.94817
-37.45  39.05  9.02986
-37.45  39.55  8.83706
-37.45  40.05  7.79057
-37.45  40.55  7.65705
-37.45  41.05  8.25749
-37.45  41.55  9.39016
-37.45  42.05  8.14801
-37.45  42.55  7.69246
-37.45  43.05  8.08923
-37.45  43.55  9.72957
-37.45  44.05  9.11797
-37.45  44.55  8.97038
-37.45  45.05  9.45936
-37.45  45.55  7.9394
-37.45  46.05  7.491
-37.45  46.55  7.91133
-37.45  47.05  8.99676
-37.45  47.55  8.50254
-37.45  48.05  8.36126
-37.45  48.55  8.88084
-37.45  49.05  9.76492
-37.45  49.55  9.53235
-37.45  50.05  9.2729
-37.45  50.55  9.4995
-37.45  51.05  10.2238
-37.45  51.55  10.3278
-37.45  52.05  8.66268
-34.95  37.55  7.89181
-34.95  38.05  7.9452
-34.95  38.55  7.08828
-34.95  39.05  7.1979
-34.95  39.55  7.23255
-34.95  40.05  6.36193
-34.95  40.55  6.3342
-34.95  41.05  6.56258
-34.95  41.55  7.01224
-34.95  42.05  6.37918
-34.95  42.55  6.03874
-34.95  43.05  6.28424
-34.95  43.55  7.46194
-34.95  44.05  7.31509
-34.95  44.55  7.11275
-34.95  45.05  7.23152
-34.95  45.55  6.42086
-34.95  46.05  5.84617
-34.95  46.55  6.29474
-34.95  47.05  6.95532
-34.95  47.55  6.88178
-34.95  48.05  6.90459
-34.95  48.55  7.16133
-34.95  49.05  7.8613
-34.95  49.55  7.66106
-34.95  50.05  7.65902
-34.95  50.55  8.1198
-34.95  51.05  8.41486
-34.95  51.55  8.2493
-34.95  52.05  7.02385
-32.45  37.55  7.94366
-32.45  38.05  8.12855
-32.45  38.55  7.32814
-32.45  39.05  7.32104
-32.45  39.55  7.49863
-32.45  40.05  6.68194
-32.45  40.55  6.51188
-32.45  41.05  6.60593
-32.45  41.55  6.52791
-32.45  42.05  6.3011
-32.45  42.55  6.25003
-32.45  43.05  6.44769
-32.45  43.55  7.01101
-32.45  44.05  7.11874
-32.45  44.55  7.09197
-32.45  45.05  6.99493
-32.45  45.55  6.30526
-32.45  46.05  6.04657
-32.45  46.55  6.68986
-32.45  47.05  6.98625
-32.45  47.55  7.01833
-32.45  48.05  7.0564
-32.45  48.55  7.16643
-32.45  49.05  8.0569
-32.45  49.55  7.82632
-32.45  50.05  7.8121
-32.45  50.55  8.43509
-32.45  51.05  8.47946
-32.45  51.55  8.34292
-32.45  52.05  7.23949
-29.95  37.55  7.99071
-29.95  38.05  8.30168
-29.95  38.55  7.5653
-29.95  39.05  7.35185
-29.95  39.55  7.54071
-29.95  40.05  7.03063
-29.95  40.55  6.60854
-29.95  41.05  6.5645
-29.95  41.55  6.48225
-29.95  42.05  6.19825
-29.95  42.55  6.17493
-29.95  43.05  6.61728
-29.95  43.55  6.96871
-29.95  44.05  6.75529
-29.95  44.55  6.99878
-29.95  45.05  7.03211
-29.95  45.55  6.37345
-29.95  46.05  6.09172
-29.95  46.55  6.51537
-29.95  47.05  6.76748
-29.95  47.55  7.07368
-29.95  48.05  7.24721
-29.95  48.55  7.26875
-29.95  49.05  8.04095
-29.95  49.55  8.0819
-29.95  50.05  7.90847
-29.95  50.55  8.52479
-29.95  51.05  8.71982
-29.95  51.55  8.71296
-29.95  52.05  8.27759
-27.45  37.55  8.0234
-27.45  38.05  8.17106
-27.45  38.55  7.54341
-27.45  39.05  7.32241
-27.45  39.55  7.30168
-27.45  40.05  7.06545
-27.45  40.55  6.4495
-27.45  41.05  6.30896
-27.45  41.55  6.44608
-27.45  42.05  6.0093
-27.45  42.55  6.02039
-27.45  43.05  6.44424
-27.45  43.55  6.8773
-27.45  44.05  6.35592
-27.45  44.55  6.6058
-27.45  45.05  6.86123
-27.45  45.55  6.38969
-27.45  46.05  6.02687
-27.45  46.55  6.27775
-27.45  47.05  6.67107
-27.45  47.55  6.91076
-27.45  48.05  7.04231
-27.45  48.55  7.22417
-27.45  49.05  7.86103
-27.45  49.55  7.95369
-27.45  50.05  7.87184
-27.45  50.55  8.38187
-27.45  51.05  8.70077
-27.45  51.55  8.69694
-27.45  52.05  8.04891
-24.95  37.55  8.22082
-24.95  38.05  8.22255
-24.95  38.55  7.57668
-24.95  39.05  7.33639
-24.95  39.55  7.38577
-24.95  40.05  7.11545
-24.95  40.55  6.6591
-24.95  41.05  6.72915
-24.95  41.55  6.56876
-24.95  42.05  6.23677
-24.95  42.55  6.27371
-24.95  43.05  6.48506
-24.95  43.55  6.86945
-24.95  44.05  5.91751
-24.95  44.55  6.26363
-24.95  45.05  6.72122
-24.95  45.55  6.3011
-24.95  46.05  6.13411
-24.95  46.55  6.49275
-24.95  47.05  6.93506
-24.95  47.55  7.00917
-24.95  48.05  6.96278
-24.95  48.55  7.13749
-24.95  49.05  7.72255
-24.95  49.55  7.73354
-24.95  50.05  7.91321
-24.95  50.55  8.41461
-24.95  51.05  8.70152
-24.95  51.55  8.70895
-24.95  52.05  8.36874
-22.45  37.55  7.34041
-22.45  38.05  7.95621
-22.45  38.55  7.46202
-22.45  39.05  7.25821
-22.45  39.55  7.13423
-22.45  40.05  6.92397
-22.45  40.55  6.67558
-22.45  41.05  6.83687
-22.45  41.55  6.51359
-22.45  42.05  6.16333
-22.45  42.55  6.30674
-22.45  43.05  6.72615
